Agente,Fecha,Hora,Tema,Respondido (S/N),Resuelto,Velocidad de respuesta en segundos,Duración promedio de la llamada,Calificación de satisfacción,Duración de la llamada,Duración de la llamada en minutos,NombreDia,NombreMes
Dan,2021-01-06,16,Streaming,Y,Y,53.0,00:01:43,3.0,103,1.72,Wednesday,January
Stewart,2021-01-06,16,Admin Support,Y,Y,81.0,00:03:45,3.0,225,3.75,Wednesday,January
Diane,2021-01-06,16,Contract related,Y,Y,11.0,00:00:34,4.0,34,0.57,Wednesday,January
Martha,2021-01-06,17,Payment related,Y,Y,48.0,00:00:53,5.0,53,0.88,Wednesday,January
Stewart,2021-01-06,17,Contract related,Y,Y,37.0,00:06:54,5.0,414,6.9,Wednesday,January
Martha,2021-01-06,17,Technical Support,Y,Y,115.0,00:02:34,4.0,154,2.57,Wednesday,January
Greg,2021-01-06,17,Payment related,Y,Y,81.0,00:00:53,4.0,53,0.88,Wednesday,January
Jim,2021-01-06,17,Admin Support,Y,Y,12.0,00:03:12,5.0,192,3.2,Wednesday,January
Stewart,2021-01-06,17,Admin Support,Y,Y,75.0,00:02:51,3.0,171,2.85,Wednesday,January
Jim,2021-01-06,17,Contract related,Y,Y,42.0,00:01:17,4.0,77,1.28,Wednesday,January
Greg,2021-01-06,17,Admin Support,Y,Y,96.0,00:01:45,5.0,105,1.75,Wednesday,January
Stewart,2021-01-06,17,Payment related,Y,Y,58.0,00:01:51,5.0,111,1.85,Wednesday,January
Dan,2021-01-07,9,Contract related,Y,Y,62.0,00:05:16,5.0,316,5.27,Thursday,January
Greg,2021-01-07,9,Payment related,Y,Y,74.0,00:02:10,5.0,130,2.17,Thursday,January
Becky,2021-01-07,9,Technical Support,Y,Y,26.0,00:01:10,3.0,70,1.17,Thursday,January
Joe,2021-01-07,9,Technical Support,Y,Y,40.0,00:05:08,2.0,308,5.13,Thursday,January
Joe,2021-01-07,9,Streaming,Y,Y,12.0,00:04:54,3.0,294,4.9,Thursday,January
Joe,2021-01-07,10,Contract related,Y,Y,114.0,00:03:41,5.0,221,3.68,Thursday,January
Becky,2021-01-07,10,Contract related,Y,Y,85.0,00:03:29,4.0,209,3.48,Thursday,January
Diane,2021-01-07,10,Admin Support,Y,Y,52.0,00:01:55,5.0,115,1.92,Thursday,January
Greg,2021-01-07,10,Streaming,Y,Y,60.0,00:04:18,3.0,258,4.3,Thursday,January
Joe,2021-01-07,10,Admin Support,Y,Y,76.0,00:05:07,4.0,307,5.12,Thursday,January
Joe,2021-01-07,10,Streaming,Y,Y,25.0,00:01:20,5.0,80,1.33,Thursday,January
Greg,2021-01-07,11,Streaming,Y,Y,37.0,00:02:32,3.0,152,2.53,Thursday,January
Dan,2021-01-07,11,Admin Support,Y,Y,71.0,00:05:41,3.0,341,5.68,Thursday,January
Jim,2021-01-07,11,Admin Support,Y,Y,76.0,00:04:37,1.0,277,4.62,Thursday,January
Stewart,2021-01-07,11,Technical Support,Y,Y,66.0,00:06:50,3.0,410,6.83,Thursday,January
Diane,2021-01-07,11,Admin Support,Y,Y,72.0,00:03:25,3.0,205,3.42,Thursday,January
Jim,2021-01-07,11,Admin Support,Y,Y,47.0,00:06:37,5.0,397,6.62,Thursday,January
Greg,2021-01-07,12,Payment related,Y,Y,29.0,00:02:51,5.0,171,2.85,Thursday,January
Becky,2021-01-07,12,Contract related,Y,Y,122.0,00:01:40,4.0,100,1.67,Thursday,January
Greg,2021-01-07,12,Technical Support,Y,Y,52.0,00:04:06,5.0,246,4.1,Thursday,January
Martha,2021-01-07,12,Admin Support,Y,Y,33.0,00:04:26,4.0,266,4.43,Thursday,January
Joe,2021-01-07,13,Payment related,Y,Y,123.0,00:02:24,3.0,144,2.4,Thursday,January
Greg,2021-01-07,13,Technical Support,Y,Y,23.0,00:02:03,4.0,123,2.05,Thursday,January
Stewart,2021-01-07,13,Admin Support,Y,N,29.0,00:03:25,5.0,205,3.42,Thursday,January
Becky,2021-01-07,13,Streaming,Y,Y,54.0,00:03:48,5.0,228,3.8,Thursday,January
Dan,2021-01-07,13,Streaming,Y,Y,14.0,00:04:43,4.0,283,4.72,Thursday,January
Dan,2021-01-07,13,Payment related,Y,Y,11.0,00:04:25,3.0,265,4.42,Thursday,January
Joe,2021-01-07,14,Payment related,Y,Y,84.0,00:04:59,1.0,299,4.98,Thursday,January
Martha,2021-01-07,14,Payment related,Y,Y,21.0,00:02:51,4.0,171,2.85,Thursday,January
Martha,2021-01-07,15,Technical Support,Y,N,81.0,00:05:10,3.0,310,5.17,Thursday,January
Stewart,2021-01-07,16,Technical Support,Y,Y,84.0,00:06:22,4.0,382,6.37,Thursday,January
Martha,2021-01-07,16,Streaming,Y,Y,118.0,00:03:35,2.0,215,3.58,Thursday,January
Becky,2021-01-07,16,Technical Support,Y,Y,35.0,00:06:15,2.0,375,6.25,Thursday,January
Dan,2021-01-07,16,Payment related,Y,Y,82.0,00:02:13,3.0,133,2.22,Thursday,January
Jim,2021-01-07,16,Streaming,Y,Y,119.0,00:03:03,4.0,183,3.05,Thursday,January
Jim,2021-01-07,17,Contract related,Y,Y,107.0,00:06:46,2.0,406,6.77,Thursday,January
Joe,2021-01-07,17,Contract related,Y,Y,86.0,00:00:42,4.0,42,0.7,Thursday,January
Diane,2021-01-07,17,Streaming,Y,Y,76.0,00:01:23,4.0,83,1.38,Thursday,January
Stewart,2021-01-07,17,Streaming,Y,N,78.0,00:03:07,3.0,187,3.12,Thursday,January
Jim,2021-01-07,17,Admin Support,Y,Y,118.0,00:00:33,3.0,33,0.55,Thursday,January
Joe,2021-01-07,17,Admin Support,Y,Y,47.0,00:02:02,5.0,122,2.03,Thursday,January
Diane,2021-01-07,17,Admin Support,Y,Y,86.0,00:02:58,2.0,178,2.97,Thursday,January
Greg,2021-01-07,17,Technical Support,Y,Y,76.0,00:05:52,3.0,352,5.87,Thursday,January
Jim,2021-01-07,17,Payment related,Y,Y,32.0,00:03:23,4.0,203,3.38,Thursday,January
Joe,2021-01-08,9,Admin Support,Y,Y,98.0,00:03:33,5.0,213,3.55,Friday,January
Jim,2021-01-08,9,Technical Support,Y,Y,86.0,00:00:37,4.0,37,0.62,Friday,January
Diane,2021-01-08,9,Technical Support,Y,Y,37.0,00:01:05,3.0,65,1.08,Friday,January
Greg,2021-01-08,9,Admin Support,Y,Y,15.0,00:04:27,5.0,267,4.45,Friday,January
Diane,2021-01-08,9,Contract related,Y,Y,114.0,00:04:13,5.0,253,4.22,Friday,January
Martha,2021-01-08,10,Streaming,Y,N,23.0,00:02:16,3.0,136,2.27,Friday,January
Joe,2021-01-08,10,Admin Support,Y,Y,69.0,00:05:41,3.0,341,5.68,Friday,January
Stewart,2021-01-08,10,Contract related,Y,Y,15.0,00:06:10,4.0,370,6.17,Friday,January
Becky,2021-01-08,10,Technical Support,Y,Y,119.0,00:05:28,3.0,328,5.47,Friday,January
Becky,2021-01-08,10,Streaming,Y,Y,68.0,00:05:17,1.0,317,5.28,Friday,January
Diane,2021-01-08,11,Contract related,Y,Y,115.0,00:06:10,3.0,370,6.17,Friday,January
Joe,2021-01-08,11,Contract related,Y,Y,84.0,00:01:11,5.0,71,1.18,Friday,January
Dan,2021-01-08,11,Contract related,Y,N,59.0,00:01:17,4.0,77,1.28,Friday,January
Diane,2021-01-08,11,Technical Support,Y,N,112.0,00:03:34,4.0,214,3.57,Friday,January
Dan,2021-01-08,11,Admin Support,Y,Y,39.0,00:04:51,3.0,291,4.85,Friday,January
Jim,2021-01-08,12,Streaming,Y,Y,31.0,00:06:35,5.0,395,6.58,Friday,January
Dan,2021-01-08,12,Streaming,Y,Y,112.0,00:03:41,2.0,221,3.68,Friday,January
Greg,2021-01-08,12,Streaming,Y,Y,49.0,00:02:25,4.0,145,2.42,Friday,January
Greg,2021-01-08,12,Technical Support,Y,Y,18.0,00:06:38,3.0,398,6.63,Friday,January
Stewart,2021-01-08,12,Technical Support,Y,Y,80.0,00:02:43,4.0,163,2.72,Friday,January
Dan,2021-01-08,12,Admin Support,Y,Y,57.0,00:02:33,3.0,153,2.55,Friday,January
Diane,2021-01-08,12,Contract related,Y,N,87.0,00:06:18,4.0,378,6.3,Friday,January
Greg,2021-01-08,13,Streaming,Y,Y,81.0,00:05:56,3.0,356,5.93,Friday,January
Jim,2021-01-08,13,Streaming,Y,Y,47.0,00:02:11,5.0,131,2.18,Friday,January
Joe,2021-01-08,13,Streaming,Y,Y,57.0,00:06:15,4.0,375,6.25,Friday,January
Joe,2021-01-08,13,Contract related,Y,Y,104.0,00:03:55,4.0,235,3.92,Friday,January
Becky,2021-01-08,13,Admin Support,Y,Y,16.0,00:05:46,3.0,346,5.77,Friday,January
Greg,2021-01-08,15,Streaming,Y,Y,37.0,00:04:13,4.0,253,4.22,Friday,January
Stewart,2021-01-08,15,Technical Support,Y,Y,61.0,00:02:06,4.0,126,2.1,Friday,January
Stewart,2021-01-08,15,Admin Support,Y,N,41.0,00:03:10,4.0,190,3.17,Friday,January
Diane,2021-01-08,15,Streaming,Y,Y,40.0,00:01:21,4.0,81,1.35,Friday,January
Diane,2021-01-08,15,Admin Support,Y,Y,55.0,00:05:21,2.0,321,5.35,Friday,January
Greg,2021-01-08,15,Admin Support,Y,Y,92.0,00:00:53,3.0,53,0.88,Friday,January
Dan,2021-01-08,15,Contract related,Y,Y,118.0,00:01:38,5.0,98,1.63,Friday,January
Dan,2021-01-08,16,Streaming,Y,Y,82.0,00:05:43,3.0,343,5.72,Friday,January
Dan,2021-01-08,16,Streaming,Y,Y,83.0,00:01:20,3.0,80,1.33,Friday,January
Jim,2021-01-08,18,Payment related,Y,Y,78.0,00:05:13,2.0,313,5.22,Friday,January
Diane,2021-01-08,18,Payment related,Y,N,111.0,00:05:14,5.0,314,5.23,Friday,January
Jim,2021-01-09,9,Contract related,Y,Y,107.0,00:05:22,4.0,322,5.37,Saturday,January
Martha,2021-01-09,9,Streaming,Y,Y,108.0,00:04:03,2.0,243,4.05,Saturday,January
Greg,2021-01-09,9,Payment related,Y,Y,97.0,00:02:39,5.0,159,2.65,Saturday,January
Dan,2021-01-09,9,Streaming,Y,Y,31.0,00:06:20,5.0,380,6.33,Saturday,January
Martha,2021-01-09,9,Payment related,Y,Y,20.0,00:01:49,4.0,109,1.82,Saturday,January
Jim,2021-01-09,9,Admin Support,Y,Y,110.0,00:06:53,3.0,413,6.88,Saturday,January
Dan,2021-01-09,10,Technical Support,Y,Y,86.0,00:05:02,5.0,302,5.03,Saturday,January
Becky,2021-01-09,10,Streaming,Y,Y,77.0,00:02:11,4.0,131,2.18,Saturday,January
Diane,2021-01-09,10,Streaming,Y,Y,119.0,00:06:47,3.0,407,6.78,Saturday,January
Jim,2021-01-09,10,Technical Support,Y,Y,13.0,00:03:06,3.0,186,3.1,Saturday,January
Stewart,2021-01-09,10,Payment related,Y,Y,106.0,00:02:27,5.0,147,2.45,Saturday,January
Joe,2021-01-09,10,Payment related,Y,Y,35.0,00:05:25,3.0,325,5.42,Saturday,January
Martha,2021-01-09,10,Contract related,Y,N,46.0,00:05:23,3.0,323,5.38,Saturday,January
Stewart,2021-01-09,11,Admin Support,Y,N,24.0,00:06:15,3.0,375,6.25,Saturday,January
Stewart,2021-01-09,11,Streaming,Y,Y,88.0,00:06:33,5.0,393,6.55,Saturday,January
Joe,2021-01-09,11,Admin Support,Y,Y,81.0,00:02:42,3.0,162,2.7,Saturday,January
Jim,2021-01-09,11,Payment related,Y,Y,96.0,00:04:33,3.0,273,4.55,Saturday,January
Becky,2021-01-09,11,Admin Support,Y,Y,46.0,00:06:05,3.0,365,6.08,Saturday,January
Dan,2021-01-09,11,Contract related,Y,Y,25.0,00:01:40,4.0,100,1.67,Saturday,January
Stewart,2021-01-09,11,Admin Support,Y,Y,81.0,00:02:07,4.0,127,2.12,Saturday,January
Dan,2021-01-09,11,Technical Support,Y,Y,97.0,00:06:50,1.0,410,6.83,Saturday,January
Martha,2021-01-09,11,Technical Support,Y,Y,116.0,00:03:16,5.0,196,3.27,Saturday,January
Becky,2021-01-09,11,Payment related,Y,Y,87.0,00:05:45,5.0,345,5.75,Saturday,January
Dan,2021-01-09,11,Technical Support,Y,Y,43.0,00:00:35,4.0,35,0.58,Saturday,January
Greg,2021-01-09,11,Contract related,Y,Y,102.0,00:04:48,3.0,288,4.8,Saturday,January
Dan,2021-01-09,11,Payment related,Y,Y,95.0,00:05:49,5.0,349,5.82,Saturday,January
Dan,2021-01-09,12,Technical Support,Y,Y,108.0,00:04:45,3.0,285,4.75,Saturday,January
Dan,2021-01-09,12,Admin Support,Y,Y,80.0,00:02:11,4.0,131,2.18,Saturday,January
Diane,2021-01-09,12,Payment related,Y,Y,61.0,00:00:36,5.0,36,0.6,Saturday,January
Greg,2021-01-09,12,Contract related,Y,Y,18.0,00:05:05,5.0,305,5.08,Saturday,January
Becky,2021-01-09,12,Admin Support,Y,N,10.0,00:00:54,4.0,54,0.9,Saturday,January
Diane,2021-01-09,12,Payment related,Y,Y,92.0,00:02:25,3.0,145,2.42,Saturday,January
Becky,2021-01-09,13,Contract related,Y,Y,120.0,00:04:28,1.0,268,4.47,Saturday,January
Dan,2021-01-09,13,Technical Support,Y,Y,63.0,00:04:59,3.0,299,4.98,Saturday,January
Joe,2021-01-09,13,Streaming,Y,Y,101.0,00:05:30,3.0,330,5.5,Saturday,January
Joe,2021-01-09,13,Payment related,Y,Y,105.0,00:01:20,1.0,80,1.33,Saturday,January
Joe,2021-01-09,13,Contract related,Y,Y,21.0,00:01:38,4.0,98,1.63,Saturday,January
Joe,2021-01-09,14,Payment related,Y,Y,34.0,00:05:10,4.0,310,5.17,Saturday,January
Stewart,2021-01-09,14,Technical Support,Y,Y,78.0,00:03:25,1.0,205,3.42,Saturday,January
Diane,2021-01-09,14,Streaming,Y,Y,44.0,00:02:54,3.0,174,2.9,Saturday,January
Joe,2021-01-09,14,Admin Support,Y,Y,98.0,00:01:43,1.0,103,1.72,Saturday,January
Martha,2021-01-09,14,Payment related,Y,Y,23.0,00:03:23,1.0,203,3.38,Saturday,January
Stewart,2021-01-09,14,Admin Support,Y,Y,28.0,00:06:20,3.0,380,6.33,Saturday,January
Martha,2021-01-09,15,Admin Support,Y,Y,43.0,00:01:03,5.0,63,1.05,Saturday,January
Diane,2021-01-09,17,Payment related,Y,Y,119.0,00:00:50,4.0,50,0.83,Saturday,January
Dan,2021-01-09,17,Payment related,Y,Y,32.0,00:02:54,5.0,174,2.9,Saturday,January
Greg,2021-01-09,17,Streaming,Y,N,50.0,00:04:17,3.0,257,4.28,Saturday,January
Joe,2021-01-09,17,Payment related,Y,Y,35.0,00:04:46,4.0,286,4.77,Saturday,January
Jim,2021-01-09,17,Contract related,Y,Y,27.0,00:02:43,3.0,163,2.72,Saturday,January
Stewart,2021-01-09,17,Streaming,Y,Y,121.0,00:03:20,4.0,200,3.33,Saturday,January
Becky,2021-01-09,17,Streaming,Y,Y,42.0,00:06:58,2.0,418,6.97,Saturday,January
Greg,2021-01-09,17,Payment related,Y,Y,107.0,00:01:05,5.0,65,1.08,Saturday,January
Martha,2021-01-09,17,Streaming,Y,Y,116.0,00:03:31,4.0,211,3.52,Saturday,January
Dan,2021-01-09,17,Technical Support,Y,N,60.0,00:02:06,3.0,126,2.1,Saturday,January
Jim,2021-01-09,17,Payment related,Y,Y,116.0,00:04:38,4.0,278,4.63,Saturday,January
Stewart,2021-01-10,9,Payment related,Y,Y,19.0,00:06:11,5.0,371,6.18,Sunday,January
Martha,2021-01-10,9,Contract related,Y,Y,75.0,00:05:50,3.0,350,5.83,Sunday,January
Becky,2021-01-10,9,Admin Support,Y,Y,23.0,00:00:48,3.0,48,0.8,Sunday,January
Diane,2021-01-10,9,Technical Support,Y,Y,69.0,00:03:53,3.0,233,3.88,Sunday,January
Jim,2021-01-10,10,Streaming,Y,Y,64.0,00:04:23,5.0,263,4.38,Sunday,January
Martha,2021-01-10,10,Streaming,Y,Y,117.0,00:03:23,3.0,203,3.38,Sunday,January
Jim,2021-01-10,10,Streaming,Y,Y,12.0,00:06:34,4.0,394,6.57,Sunday,January
Diane,2021-01-10,10,Admin Support,Y,Y,102.0,00:02:38,4.0,158,2.63,Sunday,January
Dan,2021-01-10,11,Technical Support,Y,Y,46.0,00:06:32,4.0,392,6.53,Sunday,January
Martha,2021-01-10,11,Streaming,Y,N,47.0,00:01:27,4.0,87,1.45,Sunday,January
Dan,2021-01-10,11,Streaming,Y,Y,98.0,00:02:23,4.0,143,2.38,Sunday,January
Jim,2021-01-10,11,Contract related,Y,Y,84.0,00:04:17,4.0,257,4.28,Sunday,January
Greg,2021-01-10,11,Streaming,Y,Y,12.0,00:02:13,3.0,133,2.22,Sunday,January
Greg,2021-01-10,11,Payment related,Y,Y,88.0,00:03:26,4.0,206,3.43,Sunday,January
Stewart,2021-01-10,11,Contract related,Y,Y,97.0,00:05:53,1.0,353,5.88,Sunday,January
Joe,2021-01-10,11,Admin Support,Y,Y,51.0,00:05:56,3.0,356,5.93,Sunday,January
Dan,2021-01-10,11,Streaming,Y,Y,106.0,00:02:37,4.0,157,2.62,Sunday,January
Diane,2021-01-10,12,Admin Support,Y,Y,34.0,00:03:52,4.0,232,3.87,Sunday,January
Dan,2021-01-10,12,Technical Support,Y,Y,51.0,00:05:33,3.0,333,5.55,Sunday,January
Greg,2021-01-10,12,Technical Support,Y,Y,74.0,00:04:54,4.0,294,4.9,Sunday,January
Greg,2021-01-10,12,Contract related,Y,Y,29.0,00:01:16,3.0,76,1.27,Sunday,January
Martha,2021-01-10,12,Admin Support,Y,Y,123.0,00:06:15,3.0,375,6.25,Sunday,January
Becky,2021-01-10,13,Contract related,Y,Y,100.0,00:00:41,4.0,41,0.68,Sunday,January
Dan,2021-01-10,13,Streaming,Y,Y,43.0,00:06:53,3.0,413,6.88,Sunday,January
Becky,2021-01-10,13,Technical Support,Y,Y,24.0,00:04:29,4.0,269,4.48,Sunday,January
Jim,2021-01-10,13,Streaming,Y,Y,78.0,00:06:14,4.0,374,6.23,Sunday,January
Joe,2021-01-10,13,Payment related,Y,Y,28.0,00:06:07,5.0,367,6.12,Sunday,January
Joe,2021-01-10,13,Admin Support,Y,Y,36.0,00:01:28,3.0,88,1.47,Sunday,January
Jim,2021-01-10,14,Payment related,Y,Y,10.0,00:04:32,2.0,272,4.53,Sunday,January
Dan,2021-01-10,14,Streaming,Y,Y,43.0,00:06:42,3.0,402,6.7,Sunday,January
Stewart,2021-01-10,14,Technical Support,Y,Y,19.0,00:00:38,3.0,38,0.63,Sunday,January
Diane,2021-01-10,14,Admin Support,Y,Y,74.0,00:06:34,3.0,394,6.57,Sunday,January
Jim,2021-01-10,14,Streaming,Y,Y,71.0,00:04:05,1.0,245,4.08,Sunday,January
Joe,2021-01-10,14,Admin Support,Y,Y,117.0,00:06:16,5.0,376,6.27,Sunday,January
Joe,2021-01-10,14,Contract related,Y,Y,61.0,00:05:01,3.0,301,5.02,Sunday,January
Joe,2021-01-10,14,Contract related,Y,Y,118.0,00:03:20,3.0,200,3.33,Sunday,January
Martha,2021-01-10,14,Admin Support,Y,Y,87.0,00:04:18,4.0,258,4.3,Sunday,January
Diane,2021-01-10,15,Payment related,Y,Y,48.0,00:01:06,4.0,66,1.1,Sunday,January
Joe,2021-01-10,15,Contract related,Y,Y,112.0,00:02:14,1.0,134,2.23,Sunday,January
Stewart,2021-01-10,16,Contract related,Y,Y,99.0,00:02:44,5.0,164,2.73,Sunday,January
Becky,2021-01-10,16,Technical Support,Y,Y,103.0,00:02:56,4.0,176,2.93,Sunday,January
Joe,2021-01-10,16,Payment related,Y,Y,102.0,00:00:38,5.0,38,0.63,Sunday,January
Joe,2021-01-10,16,Payment related,Y,Y,74.0,00:06:56,5.0,416,6.93,Sunday,January
Greg,2021-01-10,16,Payment related,Y,Y,28.0,00:01:29,1.0,89,1.48,Sunday,January
Joe,2021-01-10,16,Contract related,Y,Y,64.0,00:02:33,4.0,153,2.55,Sunday,January
Becky,2021-01-10,16,Payment related,Y,Y,81.0,00:06:36,4.0,396,6.6,Sunday,January
Becky,2021-01-10,16,Streaming,Y,Y,121.0,00:01:04,3.0,64,1.07,Sunday,January
Joe,2021-01-10,16,Technical Support,Y,Y,117.0,00:02:51,4.0,171,2.85,Sunday,January
Diane,2021-01-10,17,Payment related,Y,Y,55.0,00:04:14,4.0,254,4.23,Sunday,January
Becky,2021-01-10,17,Streaming,Y,Y,79.0,00:02:30,3.0,150,2.5,Sunday,January
Martha,2021-01-10,17,Technical Support,Y,Y,120.0,00:02:09,1.0,129,2.15,Sunday,January
Stewart,2021-01-10,17,Contract related,Y,Y,50.0,00:02:41,2.0,161,2.68,Sunday,January
Martha,2021-01-10,17,Admin Support,Y,N,15.0,00:03:03,1.0,183,3.05,Sunday,January
Dan,2021-01-10,17,Streaming,Y,Y,10.0,00:04:58,3.0,298,4.97,Sunday,January
Greg,2021-01-10,17,Technical Support,Y,Y,110.0,00:04:14,3.0,254,4.23,Sunday,January
Greg,2021-01-10,17,Payment related,Y,Y,69.0,00:00:47,3.0,47,0.78,Sunday,January
Jim,2021-01-10,17,Contract related,Y,N,122.0,00:02:48,1.0,168,2.8,Sunday,January
Diane,2021-01-10,17,Contract related,Y,Y,47.0,00:00:58,3.0,58,0.97,Sunday,January
Greg,2021-01-10,17,Technical Support,Y,N,124.0,00:06:46,5.0,406,6.77,Sunday,January
Martha,2021-01-11,9,Streaming,Y,Y,92.0,00:02:01,3.0,121,2.02,Monday,January
Becky,2021-01-11,9,Payment related,Y,Y,110.0,00:05:32,2.0,332,5.53,Monday,January
Stewart,2021-01-11,9,Streaming,Y,Y,84.0,00:02:25,4.0,145,2.42,Monday,January
Diane,2021-01-11,9,Admin Support,Y,Y,81.0,00:04:21,5.0,261,4.35,Monday,January
Greg,2021-01-11,9,Payment related,Y,Y,116.0,00:02:09,4.0,129,2.15,Monday,January
Joe,2021-01-11,9,Streaming,Y,Y,63.0,00:04:09,3.0,249,4.15,Monday,January
Joe,2021-01-11,9,Streaming,Y,Y,30.0,00:04:31,3.0,271,4.52,Monday,January
Diane,2021-01-11,10,Admin Support,Y,Y,22.0,00:05:42,3.0,342,5.7,Monday,January
Stewart,2021-01-11,10,Technical Support,Y,Y,31.0,00:05:20,3.0,320,5.33,Monday,January
Diane,2021-01-11,10,Payment related,Y,Y,47.0,00:02:32,3.0,152,2.53,Monday,January
Dan,2021-01-11,10,Technical Support,Y,Y,88.0,00:04:34,3.0,274,4.57,Monday,January
Martha,2021-01-11,10,Streaming,Y,Y,106.0,00:03:39,4.0,219,3.65,Monday,January
Diane,2021-01-11,10,Payment related,Y,Y,70.0,00:01:27,5.0,87,1.45,Monday,January
Martha,2021-01-11,10,Payment related,Y,Y,77.0,00:05:37,3.0,337,5.62,Monday,January
Joe,2021-01-11,10,Streaming,Y,Y,82.0,00:06:41,3.0,401,6.68,Monday,January
Greg,2021-01-11,10,Contract related,Y,Y,84.0,00:04:45,3.0,285,4.75,Monday,January
Martha,2021-01-11,10,Technical Support,Y,Y,50.0,00:06:06,4.0,366,6.1,Monday,January
Becky,2021-01-11,11,Contract related,Y,Y,73.0,00:00:45,3.0,45,0.75,Monday,January
Greg,2021-01-11,11,Contract related,Y,Y,79.0,00:05:24,3.0,324,5.4,Monday,January
Dan,2021-01-11,11,Contract related,Y,Y,124.0,00:03:58,5.0,238,3.97,Monday,January
Becky,2021-01-11,11,Technical Support,Y,N,75.0,00:03:33,4.0,213,3.55,Monday,January
Becky,2021-01-11,11,Technical Support,Y,Y,34.0,00:04:31,3.0,271,4.52,Monday,January
Stewart,2021-01-11,11,Streaming,Y,Y,116.0,00:03:56,3.0,236,3.93,Monday,January
Dan,2021-01-11,11,Payment related,Y,Y,20.0,00:00:33,3.0,33,0.55,Monday,January
Jim,2021-01-11,12,Streaming,Y,Y,105.0,00:06:38,1.0,398,6.63,Monday,January
Diane,2021-01-11,12,Payment related,Y,Y,25.0,00:00:53,3.0,53,0.88,Monday,January
Diane,2021-01-11,12,Payment related,Y,Y,16.0,00:06:22,4.0,382,6.37,Monday,January
Martha,2021-01-11,12,Contract related,Y,Y,64.0,00:02:40,4.0,160,2.67,Monday,January
Stewart,2021-01-11,12,Admin Support,Y,Y,82.0,00:06:51,3.0,411,6.85,Monday,January
Dan,2021-01-11,12,Streaming,Y,Y,13.0,00:02:09,5.0,129,2.15,Monday,January
Jim,2021-01-11,12,Contract related,Y,Y,15.0,00:00:45,5.0,45,0.75,Monday,January
Greg,2021-01-11,12,Contract related,Y,Y,42.0,00:06:08,2.0,368,6.13,Monday,January
Martha,2021-01-11,12,Payment related,Y,Y,32.0,00:05:41,3.0,341,5.68,Monday,January
Dan,2021-01-11,12,Payment related,Y,Y,75.0,00:04:10,3.0,250,4.17,Monday,January
Stewart,2021-01-11,12,Contract related,Y,N,123.0,00:02:50,3.0,170,2.83,Monday,January
Stewart,2021-01-11,13,Streaming,Y,Y,22.0,00:05:27,5.0,327,5.45,Monday,January
Greg,2021-01-11,13,Technical Support,Y,Y,21.0,00:01:58,2.0,118,1.97,Monday,January
Greg,2021-01-11,13,Streaming,Y,Y,15.0,00:06:10,4.0,370,6.17,Monday,January
Diane,2021-01-11,13,Streaming,Y,Y,76.0,00:03:55,4.0,235,3.92,Monday,January
Joe,2021-01-11,14,Admin Support,Y,Y,92.0,00:05:19,3.0,319,5.32,Monday,January
Becky,2021-01-11,14,Payment related,Y,N,62.0,00:03:59,4.0,239,3.98,Monday,January
Joe,2021-01-11,14,Admin Support,Y,Y,33.0,00:04:58,3.0,298,4.97,Monday,January
Stewart,2021-01-11,14,Admin Support,Y,Y,122.0,00:01:59,1.0,119,1.98,Monday,January
Stewart,2021-01-11,14,Streaming,Y,N,47.0,00:04:35,1.0,275,4.58,Monday,January
Stewart,2021-01-11,14,Streaming,Y,Y,44.0,00:00:39,4.0,39,0.65,Monday,January
Martha,2021-01-11,14,Contract related,Y,Y,48.0,00:04:41,3.0,281,4.68,Monday,January
Martha,2021-01-11,14,Admin Support,Y,Y,60.0,00:00:59,3.0,59,0.98,Monday,January
Jim,2021-01-11,14,Technical Support,Y,Y,120.0,00:03:21,2.0,201,3.35,Monday,January
Stewart,2021-01-11,14,Admin Support,Y,Y,61.0,00:04:26,2.0,266,4.43,Monday,January
Greg,2021-01-11,15,Technical Support,Y,Y,103.0,00:06:25,4.0,385,6.42,Monday,January
Jim,2021-01-11,15,Payment related,Y,Y,32.0,00:03:01,2.0,181,3.02,Monday,January
Jim,2021-01-11,15,Technical Support,Y,Y,53.0,00:04:37,1.0,277,4.62,Monday,January
Diane,2021-01-11,15,Streaming,Y,Y,40.0,00:02:56,5.0,176,2.93,Monday,January
Stewart,2021-01-11,16,Contract related,Y,N,58.0,00:03:14,3.0,194,3.23,Monday,January
Stewart,2021-01-11,16,Technical Support,Y,Y,92.0,00:02:27,2.0,147,2.45,Monday,January
Dan,2021-01-11,16,Streaming,Y,Y,124.0,00:00:49,5.0,49,0.82,Monday,January
Jim,2021-01-11,17,Admin Support,Y,Y,59.0,00:04:30,3.0,270,4.5,Monday,January
Greg,2021-01-11,17,Streaming,Y,Y,44.0,00:05:02,1.0,302,5.03,Monday,January
Jim,2021-01-11,17,Admin Support,Y,Y,42.0,00:03:38,2.0,218,3.63,Monday,January
Stewart,2021-01-11,17,Payment related,Y,Y,21.0,00:04:46,5.0,286,4.77,Monday,January
Stewart,2021-01-11,17,Contract related,Y,Y,69.0,00:00:32,4.0,32,0.53,Monday,January
Stewart,2021-01-11,17,Payment related,Y,Y,46.0,00:00:53,1.0,53,0.88,Monday,January
Martha,2021-01-11,17,Payment related,Y,Y,24.0,00:06:01,5.0,361,6.02,Monday,January
